College,Degree,GradYear,AssignedGiftOfficer,Spouse,Email,PhoneNumber,NoAddress,FL,NJ,NY,US,Canada,Israel,International,EmployerName,JobTitle,DoNotEmail,DoNotMail,DoNotPhone,NoInvitations,NoSolicitations,NoPublications,TotalGiving,FY21,FY20,FY19,FY18,FY17
College for Women,Bachelor of Arts,2021,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2021,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2021,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2021,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2021,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2021,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2021,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2021,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2021,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2021,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2021,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2021,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2021,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2021,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2021,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,2021,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1359,103,60,75,87,90
College for Women,Bachelor of Arts,2021,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1604,103,60,83,87,90
College for Women,Bachelor of Arts,2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,120,50,0,0,146
College for Women,Bachelor of Arts,2021,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1723,126,54,0,0,225
College for Women,Bachelor of Arts,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,971,136,0,0,100,0
College for Women,Bachelor of Arts,2021,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2220,136,50,50,36,86
College for Women,Bachelor of Arts,2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,141,18,38,0,0
College for Women,Bachelor of Arts,2021,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,410,150,50,0,100,100
College for Women,Bachelor of Arts,2021,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2656,159,38,36,77,81
College for Women,Bachelor of Arts,2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,164,0,0,0,0
College for Women,Bachelor of Arts,2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,172,0,0,0,0
Seminary,Bachelor of Arts,1968,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,72,0
Business,Bachelor of Science,1986,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1988,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1138,360,360,180,200,18
Business,Bachelor of Science,1988,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,18,0,0,0,0,0
Business,Bachelor of Science,1988,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1988,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1988,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1988,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1988,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,360,0,0,180,0,0
Business,Bachelor of Science,1988,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1988,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,301,0,0,0,0,0
Business,Bachelor of Science,1988,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1988,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1988,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1988,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1988,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1353,360,200,100,100,0
Business,Bachelor of Science,1988,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1353,360,200,100,100,0
Business,Bachelor of Science,1988,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1614,0,0,25,0,175
Business,Bachelor of Science,1988,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,233,72,100,0,0,25
Business,Bachelor of Science,1988,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1030,0,0,0,0,0
Business,Bachelor of Science,1988,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,50,0,0,0,0,50
Business,Bachelor of Science,1988,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0
Business,Bachelor of Science,1988,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,50,200
Business,Bachelor of Science,1988,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1240,0,0,0,600,100
Business,Bachelor of Science,1988,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3003,0,0,0,0,0
Business,Bachelor of Science,1988,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,28428,0,0,0,0,2500
Business,Bachelor of Science,1988,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1988,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1988,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1988,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1988,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1988,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1988,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1273,360,180,0,18,50
Business,Bachelor of Science,1988,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1988,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1988,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,25,0,0,0,0,0
Business,Bachelor of Science,1988,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1988,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1988,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1989,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,434,0,0,0,0,0
Business,Bachelor of Science,1989,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1989,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1492,360,100,100,0,25
Business,Bachelor of Science,1989,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1492,360,100,100,0,25
Business,Bachelor of Science,1989,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1989,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1989,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0
Business,Bachelor of Science,1989,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,13369,0,0,0,0,0
Business,Bachelor of Science,1989,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1464,0,0,0,0,0
Business,Bachelor of Science,1989,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,2584,0,18,0,18,0
Business,Bachelor of Science,1989,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,396,0,0,180,0,0
Business,Bachelor of Science,1989,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,90,0,0,0,0,0
Business,Bachelor of Science,1989,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
Business,Bachelor of Science,1989,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1989,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1989,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1989,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1989,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,4706,1800,1000,360,360,150
Business,Bachelor of Science,1989,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1989,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,9286,1360,180,720,500,1872
Business,Bachelor of Science,1989,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,10925,0,0,0,0,10000
Business,Bachelor of Science,1989,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1989,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0
Business,Bachelor of Science,1989,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,193,0,0,0,0,0
Business,Bachelor of Science,1989,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,434,0,0,0,0,0
Business,Bachelor of Science,1989,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1989,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1989,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1989,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1989,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1460,360,500,0,600,0
Business,Bachelor of Science,1989,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,165,0,0,0,0,0
Business,Bachelor of Science,1989,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1989,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,20,0,0,0,0,0
Business,Bachelor of Science,1989,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1000,0,0,0,1000,0
Business,Bachelor of Science,1989,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,8194,192,360,1010,1130,690
Business,Bachelor of Science,1989,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1989,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1989,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1989,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1989,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1989,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1989,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1989,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1482,360,25,75,120,32
Business,Bachelor of Science,1990,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1990,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1990,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,180,0,0,0,0,0
Business,Bachelor of Science,1990,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0
Business,Bachelor of Science,1990,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1990,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
Business,Bachelor of Science,1990,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1030,50,0,36,150,36
Business,Bachelor of Science,1990,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,129,111,18,0,0,0
Business,Bachelor of Science,1990,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1290,0,0,0,0,72
Business,Bachelor of Science,1990,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,244,0,0,0,0,0
Business,Bachelor of Science,1990,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2746,0,180,0,180,1000
Business,Bachelor of Science,1990,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2912,0,0,0,0,0
Business,Bachelor of Science,1990,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,4429,0,0,0,200,0
Business,Bachelor of Science,1990,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1990,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1990,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1595,360,100,100,100,0
Business,Bachelor of Science,1990,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1990,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1067,0,0,0,0,0
Business,Bachelor of Science,1990,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,575,0,0,0,0,0
Business,Bachelor of Science,1990,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1000,0,0,0,0,1000
Business,Bachelor of Science,1990,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1360,0,0,0,25,100
Business,Bachelor of Science,1990,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2662,0,0,0,0,0
Business,Bachelor of Science,1990,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2704,0,100,100,100,500
Business,Bachelor of Science,1990,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1990,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1990,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1990,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1990,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Science,1990,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1990,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1569,360,0,0,360,180
Business,Bachelor of Science,1990,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,320,0,0,0,50,50
Business,Bachelor of Science,1990,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1990,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1990,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,95690,0,0,0,0,0
Business,Bachelor of Science,1990,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1990,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1600,360,360,0,360,500
Business,Bachelor of Science,1990,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,697,0,0,0,0,0
Business,Bachelor of Science,1990,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2910,0,0,0,0,0
Business,Bachelor of Science,1990,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1991,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
Business,Bachelor of Science,1991,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0
Business,Bachelor of Science,1991,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,2000,0,0,0,0,0
College for Men,Bachelor of Science,1991,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1991,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0
Business,Bachelor of Science,1991,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0
Business,Bachelor of Science,1991,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1408,0,0,0,0,0
Business,Bachelor of Science,1991,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1991,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,33,0,0,0,0,0
Business,Bachelor of Science,1991,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1991,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1991,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1753,100,100,0,0,0
Business,Bachelor of Science,1991,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,25,0,0,0,0,0
Business,Bachelor of Science,1991,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0
Business,Bachelor of Science,1991,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,724,0,0,0,0,0
Business,Bachelor of Science,1991,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,310,252,0,0,0,18
Business,Bachelor of Science,1991,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,638,0,0,150,0,0
Business,Bachelor of Science,1991,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,7500,500,1000,0,0,0
Business,Bachelor of Science,1991,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,97,0,0,0,0,0
Business,Bachelor of Science,1991,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1991,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0
Business,Bachelor of Science,1991,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,37,0,18,0,1,0
Business,Bachelor of Science,1991,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1991,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1991,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1991,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,182,0,100,0,0,0
College for Men,Bachelor of Science,1991,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,304,0,0,0,0,0
Business,Bachelor of Science,1991,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,378,360,0,0,0,0
College for Men,Bachelor of Science,1991,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,492,0,0,0,0,72
Business,Bachelor of Science,1991,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1991,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1991,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1857,100,100,100,100,100
Business,Bachelor of Science,1991,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1366,0,0,0,0,0
Business,Bachelor of Science,1991,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
Business,Bachelor of Science,1991,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
Business,Bachelor of Science,1991,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,41,0,0,36,5,0
Business,Bachelor of Science,1991,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
Business,Bachelor of Science,1991,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
Business,Bachelor of Science,1991,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,18
Business,Bachelor of Science,1991,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,434,0,0,0,0,100
Business,Bachelor of Science,1991,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1400,0,0,0,0,0
Business,Bachelor of Science,1991,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1991,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1991,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1991,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,1991,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
