College,Degree,50s,60s,70s,80s,90s,2000s,2010s,2020s,AssignedGiftOfficer,Spouse,Email,Phone Number,NoAddress,FL,NJ,NY,US,Canada,Israel,International,EmployerName,JobTitle,DoNotEmail,DoNotMail,DoNotPhone,NoInvitations,NoSolicitations,NoPublications,LifetimeGiving,FY21,FY20,FY19,FY18,FY17,FY16,FY15,FY14,FY13,FY12,FY11,FY10,FY09,FY08,FY07,FY06,FY05,FY04,FY03,FY02
Business,Bachelor of Science,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,204838,32500,4000,28350,86795,14700,6860,2336,20180,3433,3433,1000,500,0,0,0,0,0,0,50,0
College for Men,Bachelor of Science,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,203972,0,0,0,114951,57000,30000,0,0,0,200,0,0,0,0,0,300,500,0,200,0
Business,Bachelor of Science,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,201937,12222,0,25450,50557,83560,2500,7500,8600,3600,2000,2000,0,0,1000,0,500,0,500,0,500
College for Men,Bachelor of Arts,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,200301,24000,21000,22000,32018,31650,27071,27090,5100,3500,2600,1800,0,0,100,0,750,1500,0,0,0
Business,Bachelor of Science,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,199750,59000,58000,34080,21500,11780,10070,1500,2000,1800,0,20,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,198760,35000,20000,22575,21000,42735,0,21585,5665,3600,5000,5000,6000,10000,500,0,0,0,0,0,0
College for Men,Bachelor of Arts,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,193900,0,0,0,2000,600,0,0,36800,35000,1000,18000,18000,25000,25000,2500,0,0,0,0,0
College for Women,Bachelor of Arts,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,191379,15000,0,0,10000,12500,10000,11800,13600,10000,10000,10000,7500,5000,0,10000,4000,9000,8000,7000,5575
College for Women,Bachelor of Arts,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,188388,0,50000,31863,8000,13600,3960,2000,51000,2500,3000,2250,5000,0,2500,900,1000,0,2500,0,0
College for Women,Bachelor of Arts,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,186392,36000,25000,25000,26500,3000,20500,13000,360,13750,5000,7000,3000,360,0,2860,2200,2500,100,118,0
College for Men,Bachelor of Arts,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,183954,15000,0,2000,0,0,10000,20000,20000,21500,33000,15000,6900,5000,10000,0,25500,0,54,0,0
College for Women,Bachelor of Arts,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,182152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,60
College for Men,Bachelor of Arts,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,181100,0,0,0,0,25000,0,0,0,0,0,0,0,0,25000,0,0,0,17000,0,0
College for Women,Bachelor of Arts,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,178450,0,0,0,100,100,460,0,280,0,200,3600,23118,3600,4160,2500,2500,2500,2500,2500,25100
Business,Bachelor of Science,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,178433,200,200,0,0,0,0,5000,1000,16000,26800,26180,10540,20000,20180,7500,13250,10000,15000,5100,0
College for Men,Bachelor of Arts,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,174103,15100,0,11800,11500,21703,33300,10000,30000,5000,10000,12500,2500,5000,2000,1000,0,0,0,0,0
College for Women,Bachelor of Arts,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,172770,0,0,0,0,0,0,0,0,90,0,100,0,0,100,0,0,0,0,0,40000
College for Women,Bachelor of Arts,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,171483,15400,19300,15250,17200,14800,8160,10100,4572,10000,180,450,250,5018,5000,5000,6000,5018,0,0,1250
College for Men,Bachelor of Arts,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,171130,40050,10000,10000,10360,15000,15000,15000,15000,25000,10180,0,0,0,1000,0,250,2500,1250,180,0
College for Men,Bachelor of Arts,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,168865,40980,6000,9400,9200,7100,9000,1050,50,1000,12730,480,17575,5255,5250,3025,4025,9225,10025,2025,5000
Business,Bachelor of Science,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,163450,11000,5000,0,12500,10000,10250,0,5000,10000,25000,5000,30000,0,0,0,0,100,2000,1200,100
College for Men,Bachelor of Arts,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,162627,144807,10000,0,2600,0,50,0,0,360,0,0,0,0,250,0,0,1000,1000,1000,0
College for Women,Bachelor of Arts,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,159434,6200,4000,2000,3000,3300,1180,4250,3000,4790,25000,39800,47300,7840,3360,752,570,320,192,280,100
College for Men,Bachelor of Arts,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,159247,0,0,0,0,0,0,0,0,0,0,0,0,0,52000,50000,50000,0,1650,0,750
College for Men,Bachelor of Arts,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,159247,0,0,0,0,0,0,0,0,0,0,0,0,0,52000,50000,50000,0,1650,0,750
College for Men,Bachelor of Arts,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,159163,15400,19300,14750,15400,11800,5360,9600,4352,10000,180,450,0,5018,5000,5000,5000,5018,0,0,0
Business,Bachelor of Science,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,155782,23160,7800,15180,15000,22770,21300,23500,860,6180,5600,0,1500,0,500,500,500,500,500,2500,250
College for Men,Bachelor of Arts,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,155715,280,200,200,151023,0,0,0,36,0,0,0,36,100,275,200,100,0,50,18,0
College for Men,Bachelor of Arts,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,155350,2000,50180,10000,5000,1100,0,2000,3500,1000,350,1000,0,0,360,0,250,500,500,250,0
College for Men,Bachelor of Arts,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,151797,2500,3600,1800,1800,2800,5500,5100,10054,15000,10100,10000,10000,8000,8500,8500,3000,2500,2500,2500,0
College for Women,Bachelor of Arts,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,147804,30000,0,0,0,10000,0,11000,360,10000,0,4425,7000,6700,6700,6700,6700,2500,3000,3000,2954
Business,Bachelor of Science,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,147677,0,0,0,0,0,0,0,1000,6000,2500,3000,12500,0,0,0,3250,0,0,3000,3000
College for Men,Bachelor of Arts,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,142556,20000,25000,10000,960,10475,0,750,25,35350,34818,1900,0,510,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,137475,10000,5000,5000,5000,5000,5000,5000,5000,0,4500,0,13000,2500,3000,1000,2750,0,20000,0,3000
College for Men,Bachelor of Arts,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,134188,0,0,0,0,0,0,0,0,0,0,5000,10025,25000,25000,25000,11000,0,180,0,250
College for Men,Bachelor of Arts,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,132832,25000,5000,10000,15000,18872,15360,13660,26550,0,2300,180,0,20,180,503,5,43,9,0,50
College for Men,Bachelor of Arts,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,132832,25000,5000,10000,15000,18872,15360,13660,26550,0,2300,180,0,20,180,503,5,43,9,0,50
College for Women,Bachelor of Arts,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,132599,0,0,0,0,0,0,0,0,0,0,0,0,0,60775,1800,16300,25100,26150,100,0
Business,Bachelor of Science,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,131195,0,0,0,0,10000,0,0,4720,0,5000,10700,14000,0,0,10000,36000,15000,0,0,18000
College for Men,Bachelor of Arts,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,128778,19100,6800,21100,41300,17230,16400,0,1680,2000,1800,0,350,0,1000,0,0,0,0,0,0
College for Women,Bachelor of Arts,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,127900,100000,0,1800,1800,0,1000,1360,0,250,0,1000,0,2500,0,1800,0,750,500,250,0
College for Women,Bachelor of Arts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,126183,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,125430,1000,20000,0,26000,25500,25000,25000,600,500,100,500,250,0,0,0,0,0,0,250,200
College for Men,Bachelor of Arts,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,125430,1000,20000,0,26000,25500,25000,25000,600,500,100,500,250,0,0,0,0,0,0,250,200
College for Women,Bachelor of Arts,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,125392,0,25000,0,26500,3000,20500,13000,360,13750,5000,7000,3000,360,0,2860,2200,2500,100,118,0
Business,Bachelor of Science,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,125166,20000,10000,10000,20000,10180,10000,10000,10500,10000,10000,0,0,0,0,0,0,0,1000,0,1000
College for Women,Bachelor of Arts,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,124124,40000,42602,39572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,123555,86892,36563,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0
College for Men,Bachelor of Arts,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,118460,1000,0,1000,500,500,500,960,1000,1000,1000,3000,3320,3000,1000,10712,8500,1500,2250,1250,1250
College for Men,Bachelor of Arts,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,117792,0,0,0,0,0,0,0,0,0,25000,12500,22200,35000,12000,0,10000,1000,0,0,36
College for Men,Bachelor of Arts,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,116945,0,0,0,10000,0,0,2500,10000,10000,5000,10000,0,13585,11800,25000,10000,5450,1180,0,500
College for Men,Bachelor of Arts,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,115922,0,10000,10000,5000,12500,0,1500,0,1500,0,0,100,10000,10000,10000,25500,5000,5000,0,1250
College for Men,Bachelor of Arts,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,115327,0,10000,2180,180,100,0,100000,0,1520,0,100,90,0,720,0,0,0,0,0,0
College for Women,Bachelor of Arts,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,115276,0,0,0,0,0,0,0,0,0,1000,0,0,0,5000,0,15000,25000,42500,25000,360
College for Men,Bachelor of Arts,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,111124,5000,2500,0,2000,4600,2300,500,1300,3850,11150,0,3570,1100,2600,5000,5536,0,5500,5000,5100
College for Men,Bachelor of Arts,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110250,0,0,0,0,0,0,10000,0,35000,55000,10000,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,110000,110000,0,0,0,0,20000,20000,20000,20000,20000,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,109100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108641,45000,21800,30000,5000,0,0,5000,0,0,0,280,0,72,36,100,100,100,0,0,0
College for Women,Bachelor of Arts,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,108629,5000,5000,15000,10250,18360,10000,10610,18500,3960,0,0,650,0,0,180,0,250,0,360,0
Seminary,Bachelor of Arts,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,108344,0,1650,0,5000,5000,100,2930,15360,3860,6380,5000,15000,15326,10000,5100,5000,1800,0,400,1350
College for Men,Bachelor of Arts,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,105073,500,0,500,500,0,0,2000,860,20000,30000,0,100,5350,15000,0,2000,1000,0,0,0
College for Men,Bachelor of Arts,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,104887,0,0,0,0,26100,25075,50100,200,100,0,100,54,0,36,175,75,75,50,75,75
College for Women,Bachelor of Arts,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,104887,0,0,0,0,26100,25075,50100,200,100,0,100,54,0,36,175,75,75,50,75,75
Business,Bachelor of Science,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,104402,0,0,0,0,0,0,1619,218,0,15127,14422,8280,20000,0,500,20000,36,1000,0,0
College for Men,Bachelor of Arts,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,103943,0,0,0,100,0,0,1000,0,0,36,15000,0,10435,0,51250,0,0,50,25000,0
College for Women,Bachelor of Arts,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,103244,0,1650,0,5000,5000,100,2930,15360,3860,6380,5000,15000,15326,10000,0,5000,1800,0,400,1350
College for Men,Bachelor of Arts,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,102863,0,0,0,100693,0,0,1800,0,0,0,190,0,0,180,0,0,0,0,0,0
College for Women,Bachelor of Arts,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,102655,640,1360,0,250,500,100,280,100,0,5939,3672,72,10500,6000,5018,5018,6168,6518,7015,7010
College for Men,Bachelor of Arts,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,102103,0,54,180,350,250,0,0,36,36,100,0,0,77,5000,250,500,0,500,0,50
College for Women,Bachelor of Arts,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,100874,0,0,0,0,0,0,1250,1200,1100,51100,6000,1000,1800,800,800,800,800,800,1000,1100
College for Men,Bachelor of Arts,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,100300,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,100216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,100103,0,54,180,350,250,0,0,36,36,100,0,0,77,5000,250,500,0,500,0,50
College for Men,Bachelor of Arts,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0
College for Men,Bachelor of Arts,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,99756,10000,10000,0,0,10500,0,27800,33600,2500,5000,320,36,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,99756,10000,10000,0,0,10500,0,27800,33600,2500,5000,320,36,0,0,0,0,0,0,0,0
College for Men,Bachelor of Arts,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,99718,0,0,0,0,5000,0,10000,11016,7000,6000,6050,5000,5000,5000,5000,9925,8575,5000,5000,5000
College for Women,Bachelor of Arts,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,98300,0,0,0,3800,0,0,0,0,0,1000,18000,18000,25000,0,2500,0,0,0,0,0
College for Women,Bachelor of Arts,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,97908,0,0,12000,2500,0,0,24450,0,16608,36350,0,0,6000,0,0,0,0,0,0,0
Business,Bachelor of Science,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,96817,5000,10000,5000,21392,11000,5000,10000,7500,4000,4985,2000,2000,2000,2000,2500,1000,500,0,180,360
Seminary,Bachelor of Arts,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,96436,12441,12540,1040,1985,2360,1430,850,2540,1452,2632,960,800,7040,8650,5889,1100,1820,2060,1650,182
Seminary,Bachelor of Arts,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,95690,0,0,0,0,0,6000,0,0,10000,0,0,0,0,5000,1000,10000,250,5000,1000,700
College for Women,Bachelor of Arts,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,92880,10000,10000,11000,23800,18800,0,1185,1930,1245,985,600,750,2075,3030,750,570,250,500,750,1250
College for Women,Bachelor of Arts,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,92503,0,0,0,0,0,0,0,0,0,0,4425,7000,6700,6700,6700,6700,2500,3000,3000,3004
Business,Bachelor of Science,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,92250,35000,5000,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,100
College for Women,Bachelor of Arts,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,91705,10000,10000,25000,2110,0,1360,11600,1500,500,500,0,0,2885,10000,5000,5250,5000,1000,0,0
College for Men,Bachelor of Arts,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,91650,2600,2200,12100,18200,13200,14500,15100,1500,1250,1200,1300,1000,1200,1100,600,1000,1300,900,400,0
Business,Bachelor of Science,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,91086,0,0,0,0,0,0,0,0,0,0,4425,7000,6700,6700,6700,6700,2500,3000,3000,2954
College for Men,Bachelor of Arts,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,90150,50000,8200,7500,5000,0,0,1000,1000,1000,0,0,0,180,5100,2500,100,0,0,100,234
Business,Bachelor of Science,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,88855,5500,6280,10820,3500,6250,4100,6250,6250,6860,9300,7200,3500,1500,1000,2920,1500,450,250,150,150
Business,Bachelor of Science,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,88586,0,0,0,0,0,180,0,0,1054,700,4525,7000,7060,6700,6700,6700,2500,3000,3000,2954
College for Men,Bachelor of Arts,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,87818,0,0,0,1018,18,1000,318,1825,2068,1418,318,425,1150,2100,618,1225,5325,975,1968,1525
College for Men,Bachelor of Arts,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,87427,0,0,0,0,5000,0,10000,10000,5500,6000,6050,5000,5000,5000,5000,150,8575,5000,5000,5000
College for Men,Bachelor of Arts,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,86945,0,0,0,10000,0,0,2500,10000,10000,0,10000,0,13585,11800,0,10000,5450,1180,0,500
College for Men,Bachelor of Arts,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,86880,0,0,0,0,0,0,0,5000,0,25000,25000,18000,0,100,0,5000,0,0,1000,1000
College for Men,Bachelor of Arts,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,86698,19100,0,20400,28400,13630,0,0,0,2000,1800,0,350,0,1000,0,0,0,0,0,0
College for Men,Bachelor of Arts,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,85450,2400,1200,12100,13200,13200,14500,15100,1500,1250,1200,1300,1000,1200,1100,600,1000,1300,900,400,0
College for Women,Bachelor of Arts,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,83374,180,5000,2600,2600,2600,2600,5100,118,193,193,2600,175,175,443,2500,2500,2500,1750,1450,2600
College for Women,Bachelor of Arts,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,82202,12500,0,5650,0,360,500,25180,5000,0,10333,5000,0,250,1750,0,500,0,0,0,0
College for Men,Bachelor of Arts,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,81332,20000,5000,0,1928,0,0,0,0,0,0,1000,26000,0,1000,12500,12500,0,0,0,0
College for Men,Bachelor of Arts,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,81143,25000,25000,25000,1800,1800,1800,500,0,225,0,0,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,81105,0,5000,5231,7860,11000,10000,6000,11286,19500,0,0,0,360,1000,2000,250,0,518,0,0
Business,Bachelor of Science,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,80850,35000,0,0,1000,5000,20000,2550,15750,0,50,0,500,1000,0,0,0,0,0,0,0
College for Women,Bachelor of Arts,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,80643,4000,4000,12000,10000,10000,10000,9000,7500,7500,6018,500,0,0,0,0,0,0,0,0,0
Business,Bachelor of Science,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,79845,0,0,0,0,0,500,1500,0,5250,5250,11420,10100,10150,12750,11000,1000,500,125,1000,2000
College for Men,Bachelor of Arts,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,77759,6000,7500,5100,5000,6600,5154,5150,5180,5000,5075,7675,7575,540,375,0,2250,180,600,675,100
College for Men,Bachelor of Arts,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,77698,12500,22000,2500,13600,1500,5500,8718,3600,1,3179,1500,100,360,0,0,0,100,100,0,300
College for Men,Bachelor of Arts,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,77621,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,250,0,0,0
College for Women,Bachelor of Arts,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,77597,6800,6750,12950,7000,6800,5000,5000,7500,1800,1000,1000,2110,0,0,0,1000,1000,1750,500,250
College for Men,Bachelor of Arts,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,77597,6800,6750,12950,7000,6800,5000,5000,7500,1800,1000,1000,2110,0,0,0,1000,1000,1750,500,250
Business,Bachelor of Science,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,76786,3600,8050,5500,5650,5180,5000,5680,500,5000,6000,1100,2500,500,500,100,1100,3100,300,100,500
